run_id,method,track,data_seed,model_seed,noise_level,forecast_context_steps,forecast_origin_time,forecast_horizon_lt,full_forecast_horizon_lt,full_horizon_vpt_censoring_fraction,full_horizon_restricted_mean_vpt_lt,restricted_mean_vpt_lt,median_vpt_lt,vpt_censoring_fraction,mean_normalized_squared_error,inference_wall_time_seconds,inference_seconds_per_trajectory,vector_field_evaluations,surrogate_evaluations,integration_internal_step,training_vector_field_evaluations,training_wall_time_seconds,parameter_count,optimizer_updates,peak_gpu_memory_bytes,inference_peak_gpu_memory_bytes,parameter_relative_error,coefficient_relative_error,median_nrmse_auc_0_1LT,median_nrmse_auc_0_2LT,median_nrmse_auc_0_5LT,median_pinn_in_domain_auc_0_2LT,median_pinn_extrapolation_auc_2_5LT,stability_fraction,rq_mmd,covariance_relative_error,wasserstein_x,wasserstein_y,wasserstein_z,lyapunov_spectrum,lyapunov_spectrum_relative_error
sindy_weak_weighted__d4__m1__n0,sindy_weak_weighted,state_only_dynamics,4,1,0.0,512,5.11,16.478342243563205,16.478342243563205,0.0,6.855747381422866,6.855747381422866,6.809647529144328,0.0,1.0210173148691142,4.473830776289105,0.0349518029397586,9591296,0,0.001,0,1.2200188785791397,30,1,0,0,nan,0.0004299864650638,0.0003644367059762,0.0012610948751159,0.0119618112062532,0.0012610948751159,0.0189418379244696,1.0,0.000340798390825,0.0163150511548337,0.4605841078589142,0.4807116570136057,0.0344393173649553,"[0.9167128486529882, -0.012178057761539546, -14.572278401761801]",0.0011895310658446
sindy_weak_weighted__d4__m2__n0,sindy_weak_weighted,state_only_dynamics,4,2,0.0,512,5.11,16.478342243563205,16.478342243563205,0.0,6.855747381422866,6.855747381422866,6.809647529144328,0.0,1.0210173148691142,4.443970175459981,0.0347185169957811,9591296,0,0.001,0,1.226231873035431,30,1,0,0,nan,0.0004299864650638,0.0003644367059762,0.0012610948751159,0.0119618112062532,0.0012610948751159,0.0189418379244696,1.0,0.000340798390825,0.0163150511548337,0.4605841078589142,0.4807116570136057,0.0344393173649553,"[0.9167128486529882, -0.012178057761539546, -14.572278401761801]",0.0011895310658446
panda_zero_shot__d5__m0__n0,panda_zero_shot,pretrained_sequence_forecasting,5,0,0.0,512,5.11,16.962462054488284,16.962462054488284,0.0,2.2967859838773284,2.2967859838773284,2.2470466695768003,0.0,1.1308209930374835,2.655130587518215,0.020743207714986,0,120,nan,0,0.0,21354624,0,0,128079872,nan,nan,0.0575534934674567,0.1323579850652507,0.6236282223504683,0.1323579850652507,0.9199910753050612,1.0,0.0593757597611175,0.6974148673798917,2.8957774087529686,3.2728323821914014,3.973313124934916,nan,nan
panda_zero_shot__d5__m1__n0,panda_zero_shot,pretrained_sequence_forecasting,5,1,0.0,512,5.11,16.962462054488284,16.962462054488284,0.0,2.247688927580681,2.247688927580681,2.1648376450800884,0.0,1.1480728055760103,2.6556794811040163,0.0207474959461251,0,120,nan,0,0.0,21354624,0,0,128079872,nan,nan,0.0560313500858706,0.1306399536794202,0.6330396894296848,0.1306399536794202,0.934819023736351,1.0,0.0597878531965758,0.6872758743031037,2.946461158827696,3.2699611823937955,3.6940366398420688,nan,nan
panda_zero_shot__d5__m2__n0,panda_zero_shot,pretrained_sequence_forecasting,5,2,0.0,512,5.11,16.962462054488284,16.962462054488284,0.0,2.3065625779363987,2.3065625779363987,2.2242108294388245,0.0,1.1651743092175535,2.67973212338984,0.0209354072139831,0,120,nan,0,0.0,21354624,0,0,128079872,nan,nan,0.0567936967903819,0.1337159759141909,0.6340822388401572,0.1337159759141909,0.970703484332354,1.0,0.0569670066239254,0.6677743378236559,2.710634851530926,3.061332702950273,3.846524549595006,nan,nan
sindy_weak__d5__m0__n0,sindy_weak,state_only_dynamics,5,0,0.0,512,5.11,16.962462054488284,16.962462054488284,0.0,7.145619827174294,7.145619827174294,6.942095401944587,0.0,1.0593072975028457,4.48678501881659,0.0350530079595046,9877504,0,0.001,0,1.249583464115858,30,1,0,0,nan,0.00043595388902,0.0003983467493415,0.0011458786610226,0.0109593788939295,0.0011458786610226,0.0167461990644499,1.0,0.0010969266728479,0.0072578248936276,0.1290845637033482,0.1343899176235915,0.1444676633130335,"[0.7965019208138368, 0.06341863133563223, -14.52779831562728]",0.0097747179992624
sindy_weak__d5__m1__n0,sindy_weak,state_only_dynamics,5,1,0.0,512,5.11,16.962462054488284,16.962462054488284,0.0,7.145619827174294,7.145619827174294,6.942095401944587,0.0,1.0593072975028457,3.940384028479457,0.0307842502224957,9877504,0,0.001,0,1.213134616613388,30,1,0,0,nan,0.00043595388902,0.0003983467493415,0.0011458786610226,0.0109593788939295,0.0011458786610226,0.0167461990644499,1.0,0.0010969266728479,0.0072578248936276,0.1290845637033482,0.1343899176235915,0.1444676633130335,"[0.7965019208138368, 0.06341863133563223, -14.52779831562728]",0.0097747179992624
sindy_weak__d5__m2__n0,sindy_weak,state_only_dynamics,5,2,0.0,512,5.11,16.962462054488284,16.962462054488284,0.0,7.145619827174294,7.145619827174294,6.942095401944587,0.0,1.0593072975028457,4.558772334828973,0.0356154088658513,9877504,0,0.001,0,1.1190388482064009,30,1,0,0,nan,0.00043595388902,0.0003983467493415,0.0011458786610226,0.0109593788939295,0.0011458786610226,0.0167461990644499,1.0,0.0010969266728479,0.0072578248936276,0.1290845637033482,0.1343899176235915,0.1444676633130335,"[0.7965019208138368, 0.06341863133563223, -14.52779831562728]",0.0097747179992624
sindy_weak_weighted__d5__m0__n0,sindy_weak_weighted,state_only_dynamics,5,0,0.0,512,5.11,16.962462054488284,16.962462054488284,0.0,7.08396305880176,7.08396305880176,6.955796906027372,0.0,1.0625261458563875,4.54805145226419,0.0355316519708139,9877504,0,0.001,0,1.239724040031433,30,1,0,0,nan,0.000418772739218,0.0003945067201114,0.0011658229973005,0.0111851326455204,0.0011658229973005,0.017071525451488,1.0,0.0008920422535318,0.0048307884701351,0.0846291323242712,0.0963028814493674,0.0350126369831568,"[0.7940925600251911, 0.05910923060712522, -14.520986224183629]",0.0099744007701936
sindy_weak_weighted__d5__m1__n0,sindy_weak_weighted,state_only_dynamics,5,1,0.0,512,5.11,16.962462054488284,16.962462054488284,0.0,7.08396305880176,7.08396305880176,6.955796906027372,0.0,1.0625261458563875,4.54524140432477,0.0355096984712872,9877504,0,0.001,0,1.239476827904582,30,1,0,0,nan,0.000418772739218,0.0003945067201114,0.0011658229973005,0.0111851326455204,0.0011658229973005,0.017071525451488,1.0,0.0008920422535318,0.0048307884701351,0.0846291323242712,0.0963028814493674,0.0350126369831568,"[0.7940925600251911, 0.05910923060712522, -14.520986224183629]",0.0099744007701936
