run_id,method,track,data_seed,model_seed,noise_level,forecast_horizon_lt,full_forecast_horizon_lt,full_horizon_vpt_censoring_fraction,full_horizon_restricted_mean_vpt_lt,restricted_mean_vpt_lt,median_vpt_lt,vpt_censoring_fraction,mean_normalized_squared_error,inference_wall_time_seconds,inference_seconds_per_trajectory,vector_field_evaluations,surrogate_evaluations,integration_internal_step,training_vector_field_evaluations,training_wall_time_seconds,parameter_count,optimizer_updates,peak_gpu_memory_bytes,parameter_relative_error,coefficient_relative_error,median_nrmse_auc_0_1LT,median_nrmse_auc_0_2LT,median_nrmse_auc_0_5LT,median_pinn_in_domain_auc_0_2LT,median_pinn_extrapolation_auc_2_5LT,stability_fraction,rq_mmd,covariance_relative_error,wasserstein_x,wasserstein_y,wasserstein_z,lyapunov_spectrum,lyapunov_spectrum_relative_error
sindy_strong__d2__m0__n0__k4,sindy_strong,state_only_dynamics,2,0,0.0,20.92676390244085,20.92676390244085,0.0,8.156533925282304,8.156533925282304,8.271141297974767,0.0,1.128949224249387,12.108178898692133,0.0945951476460322,12165632,0,0.001,0,0.9748199759051204,60,1,0,nan,0.0006103168578216,7.158439388708354e-05,0.0001865516346012,0.0033010519104671,0.0001865516346012,0.0051762566946659,1.0,0.0016250145344094,0.0046522136961807,0.0542226096769132,0.0547455702422861,0.0973621644257615,"[1.0404971419403661, -0.047987921991686076, -14.654666733458749]",0.0105846140408034
sindy_strong__d2__m0__n0__k64,sindy_strong,state_only_dynamics,2,0,0.0,20.92676390244085,20.92676390244085,0.0,8.139763855180977,8.139763855180977,8.312245810223123,0.0,1.1094194107114594,12.238705502822995,0.0956148867408046,12165632,0,0.001,0,1.0916279843077064,60,1,0,nan,0.0006057448553796,7.025213187053994e-05,0.0001803553259473,0.0033119136488598,0.0001803553259473,0.0051320759023628,1.0,0.0008179461279744,0.005722195342369,0.0679871756533946,0.0668887045661367,0.1230749097590715,"[0.989332751186435, -0.013428170127268622, -14.638112526469522]",0.0065458189568062
sindy_weighted__d2__m0__n0__k1,sindy_weighted,state_only_dynamics,2,0,0.0,20.92676390244085,20.92676390244085,0.0,8.2622924099213,8.2622924099213,8.339648818388694,0.0,1.0929438303982495,12.293959520757198,0.0960465587559156,12165632,0,0.001,0,0.8927481761202216,60,1,0,nan,0.0005857090431633,7.156434280996971e-05,0.0001885537736764,0.0029043786551558,0.0001885537736764,0.0045586950204155,1.0,0.0017203766572762,0.0046304336032781,0.0857089683946473,0.0972071655512159,0.0674511991793857,"[1.0118394752544597, -0.03515665649910732, -14.638456637858782]",0.0081690287435682
sindy_weighted__d2__m0__n0__k16,sindy_weighted,state_only_dynamics,2,0,0.0,20.92676390244085,20.92676390244085,0.0,8.172376289378022,8.172376289378022,8.220902449671222,0.0,1.0993383273543085,12.859147964045404,0.1004620934691047,12165632,0,0.001,0,0.9914341848343612,60,1,0,nan,0.0006030292218034,7.290427693812504e-05,0.000204507787675,0.0030066472730473,0.000204507787675,0.0047242835795131,1.0,0.0019574877864869,0.0123368143038769,0.2590826880982634,0.2662787547587169,0.0345192782174054,"[0.9621758012300723, 0.011435223634760955, -14.635845993725093]",0.0050154951897282
sindy_weighted__d2__m0__n0__k4,sindy_weighted,state_only_dynamics,2,0,0.0,20.92676390244085,20.92676390244085,0.0,8.139621131180114,8.139621131180114,8.225469617698815,0.0,1.1047692581072903,12.548273967579007,0.098033390371711,12165632,0,0.001,0,0.9981345487758516,60,1,0,nan,0.0006031736765898,7.114122734604851e-05,0.0001894926647795,0.0030741975912511,0.0001894926647795,0.0047058510453821,1.0,0.000725658581431,0.0051442988498401,0.1580930312312706,0.1638197846735715,0.0267366826481699,"[1.0086001806980558, -0.03246009018639595, -14.638287703943215]",0.0079249590316166
sindy_weighted__d2__m0__n0__k64,sindy_weighted,state_only_dynamics,2,0,0.0,20.92676390244085,20.92676390244085,0.0,8.126062351098192,8.126062351098192,8.248305457836793,0.0,1.1239587307730436,12.254109892994164,0.0957352335390169,12165632,0,0.001,0,1.086055465042591,60,1,0,nan,0.0006055915900016,7.118784501353242e-05,0.0001815834099794,0.0032900277709244,0.0001815834099794,0.0051856929817837,1.0,0.0011896834599594,0.0075825105483345,0.1257232425252645,0.1396043835089849,0.1000970014136709,"[0.9746748235783088, -0.010129426575486553, -14.626726195419993]",0.0052561620791423
sindy_strong__d3__m0__n0__k1,sindy_strong,state_only_dynamics,3,0,0.0,21.56616742630417,21.56616742630417,0.0,8.195426215517292,8.195426215517292,8.143260593202104,0.0,1.112187153918198,12.475559322163464,0.097465307204402,12544000,0,0.001,0,0.8817621376365423,60,1,0,nan,0.0006048393460854,7.631251000833733e-05,0.0001681850739648,0.0028448819672427,0.0001681850739648,0.0044871691648046,1.0,0.0007303759312247,0.0100139127989401,0.2372423318440301,0.2519115717997752,0.1528445399517549,"[0.796919502840993, 0.053155631827282, -14.512070788217628]",0.0099400647622331
sindy_strong__d3__m0__n0__k16,sindy_strong,state_only_dynamics,3,0,0.0,21.56616742630417,21.56616742630417,0.0,8.055271246670467,8.055271246670467,7.974275376181085,0.0,1.1567178369997455,12.776411056518556,0.0998157113790512,12544000,0,0.001,0,1.0216030543670058,60,1,0,nan,0.0006132001762263,7.046947867367424e-05,0.0001698837702557,0.0030699947788579,0.0001698837702557,0.0048106088874733,1.0,0.0004166023066387,0.009897256179497,0.1303934326424955,0.1392125505613573,0.2086522697180715,"[0.8868945797782208, 0.04975854545654178, -14.598871340224148]",0.0039217828837518
sindy_strong__d3__m0__n0__k4,sindy_strong,state_only_dynamics,3,0,0.0,21.56616742630417,21.56616742630417,0.0,8.320737888274433,8.320737888274433,8.207200945588436,0.0,1.1145518898430875,13.095276851207018,0.1023068504000548,12544000,0,0.001,0,0.9862982127815484,60,1,0,nan,0.0006027161299494,7.41519001801347e-05,0.0001593156919114,0.0028147796716891,0.0001593156919114,0.0044482634756261,1.0,0.0005313842373737,0.0055756947064367,0.0716427576507957,0.0720089732156418,0.1149480593782227,"[0.8643820643023873, 0.03655003700012147, -14.562968876039614]",0.0043123853299983
sindy_strong__d3__m0__n0__k64,sindy_strong,state_only_dynamics,3,0,0.0,21.56616742630417,21.56616742630417,0.0,8.082745616836469,8.082745616836469,8.001678384346656,0.0,1.155492238200725,12.424027675762773,0.0970627162168966,12544000,0,0.001,0,1.0780119337141514,60,1,0,nan,0.0006102680114429,7.19376298246574e-05,0.0001670634985909,0.0029617300175026,0.0001670634985909,0.0047007392269687,1.0,0.0003353200855324,0.0080206798038321,0.142221628987708,0.1388373414431378,0.1062153395525208,"[0.9584928669113145, 0.010783198886397746, -14.631493153071435]",0.0046229885541368
sindy_weighted__d3__m0__n0__k1,sindy_weighted,state_only_dynamics,3,0,0.0,21.56616742630417,21.56616742630417,0.0,8.088811386873118,8.088811386873118,8.038215728567415,0.0,1.1589173196047224,12.90119650773704,0.1007905977166956,12544000,0,0.001,0,0.8669484434649348,60,1,0,nan,0.0006369464565438,7.514520036310108e-05,0.0001731261044121,0.0031492924791016,0.0001731261044121,0.0049289561660012,1.0,0.0006330151032785,0.0089673380981117,0.1203905831418341,0.1317446924378501,0.1563074319295004,"[0.9003012157063756, 0.014025925541313553, -14.575974563399365]",0.0012916997476263
sindy_weighted__d3__m0__n0__k16,sindy_weighted,state_only_dynamics,3,0,0.0,21.56616742630417,21.56616742630417,0.0,8.13755163316761,8.13755163316761,8.102156080953748,0.0,1.1293533133509142,13.349944710731506,0.1042964430525899,12544000,0,0.001,0,0.9992241095751524,60,1,0,nan,0.0006048933817851,7.412070058463965e-05,0.0001658662996165,0.0028633068070775,0.0001658662996165,0.0046303519775663,1.0,0.0007233920092477,0.0056750391761039,0.0791519873787805,0.080964497779993,0.1416042060897779,"[1.1978617461044918, -0.07978395010327059, -14.780359509398131]",0.024384105681336
sindy_weighted__d3__m0__n0__k4,sindy_weighted,state_only_dynamics,3,0,0.0,21.56616742630417,21.56616742630417,0.0,8.168094569352153,8.168094569352153,8.134126257146914,0.0,1.1788283779441275,12.45496885664761,0.0973044441925594,12544000,0,0.001,0,0.8940003607422113,60,1,0,nan,0.000619973440478,7.673134283189403e-05,0.0001918580163377,0.0030239027761733,0.0001918580163377,0.0046977175723522,1.0,0.000433631738264,0.0067872774110152,0.1085630534096876,0.1219893779902311,0.1197374090944235,"[0.801088105202115, 0.04852052084575827, -14.51158473735523]",0.0096191808247452
sindy_weighted__d3__m0__n0__k64,sindy_weighted,state_only_dynamics,3,0,0.0,21.56616742630417,21.56616742630417,0.0,8.138550701173646,8.138550701173646,8.1478277612297,0.0,1.1388558647198823,13.42773599550128,0.1049041874648537,12544000,0,0.001,0,1.0920232124626637,60,1,0,nan,0.0006088788397678,7.391240810715357e-05,0.0001672880696347,0.0029026397523645,0.0001672880696347,0.0044517649354101,1.0,0.000457453527346,0.0036406814119283,0.0467667983714337,0.0532030787883911,0.0885295024523604,"[0.8562375425371151, 0.0029408717329861725, -14.521253608566429]",0.0057096556880858
sindy_strong__d4__m0__n0__k1,sindy_strong,state_only_dynamics,4,0,0.0,21.14598796776542,21.14598796776542,0.0,7.932885415931003,7.932885415931003,7.978842544208679,0.0,1.1387987436147071,12.374419994652271,0.0966751562082208,12295680,0,0.001,0,0.8966597132384777,60,1,0,nan,0.0008743317564563,8.220994349450995e-05,0.0002479994500378,0.0036809176937995,0.0002479994500378,0.0058040374416172,1.0,0.000687137632898,0.0038261397552284,0.1158336884057316,0.1207213516323124,0.0266036172815153,"[0.7850587361156834, 0.04684800493774761, -14.492770299312586]",0.0111333701737968
sindy_strong__d4__m0__n0__k16,sindy_strong,state_only_dynamics,4,0,0.0,21.14598796776542,21.14598796776542,0.0,8.537392921583477,8.537392921583477,8.590843059906426,0.0,1.0961500083882385,12.10901503264904,0.0946016799425706,12295680,0,0.001,0,1.0082290675491097,60,1,0,nan,0.0006047410362712,6.683916531207635e-05,0.0001512125655659,0.0021082839281221,0.0001512125655659,0.0034237904826263,1.0,0.0010662102178853,0.0022790917265283,0.0504008085286927,0.0541009735908269,0.0548075570105448,"[0.816394324393124, 0.03126503102077039, -14.509699982957637]",0.0085221924378764
sindy_strong__d4__m0__n0__k4,sindy_strong,state_only_dynamics,4,0,0.0,21.14598796776542,21.14598796776542,0.0,8.481659199246728,8.481659199246728,8.55887288371326,0.0,1.08143080167657,12.689865553751588,0.0991395746386842,12295680,0,0.001,0,0.9769890774041414,60,1,0,nan,0.0006119590193563,6.722737951880012e-05,0.0001549493021408,0.0022626294031608,0.0001549493021408,0.0036430315241896,1.0,0.0013615483866988,0.0020803512147773,0.0263335055621481,0.0262966152250106,0.0417560930645086,"[0.7901939591687649, 0.04204699553887054, -14.494058468707756]",0.0107198467223272
sindy_strong__d4__m0__n0__k64,sindy_strong,state_only_dynamics,4,0,0.0,21.14598796776542,21.14598796776542,0.0,8.60447320198878,8.60447320198878,8.631947572154782,0.0,1.102110012579372,12.40747157111764,0.0969333716493565,12295680,0,0.001,0,0.9621906746178864,60,1,0,nan,0.0006047229120193,6.760238767538362e-05,0.0001444773536655,0.0020676178985085,0.0001444773536655,0.0033200400746645,1.0,0.0011858829821647,0.0091557951760893,0.2294132500845659,0.2383593673971818,0.0296767611898749,"[0.8283054767895729, 0.014925463990483723, -14.50522169171395]",0.0078955779372353
sindy_weighted__d4__m0__n0__k1,sindy_weighted,state_only_dynamics,4,0,0.0,21.14598796776542,21.14598796776542,0.0,7.3436493783708015,7.3436493783708015,7.270931499931435,0.0,1.2044055204604545,12.467118548229337,0.0973993636580417,12295680,0,0.001,0,0.9835161678493024,60,1,0,nan,0.0016890491082947,0.0001324172457069,0.0004268832782796,0.0073423607891481,0.0004268832782796,0.0117537382101135,1.0,0.0007286588810209,0.0045992382120595,0.077884360265872,0.0852386897348742,0.0512261548800927,"[0.7313519940237687, 0.019477252615801934, -14.410302373522526]",0.0171701898097762
sindy_weighted__d4__m0__n0__k16,sindy_weighted,state_only_dynamics,4,0,0.0,21.14598796776542,21.14598796776542,0.0,8.532968477556743,8.532968477556743,8.590843059906426,0.0,1.1125527831449176,12.304838797077537,0.0961315531021682,12295680,0,0.001,0,0.9128559548407792,60,1,0,nan,0.000611689544071,6.659900428939258e-05,0.0001546562508706,0.0022563552072232,0.0001546562508706,0.0035065187656719,1.0,0.0006231945506085,0.0034291214284355,0.0505522576392899,0.0584291167094346,0.0764053552904608,"[0.8464278782682974, 0.004348177351031947, -14.512819042712895]",0.0065926076832909
sindy_weighted__d4__m0__n0__k4,sindy_weighted,state_only_dynamics,4,0,0.0,21.14598796776542,21.14598796776542,0.0,8.518267905467923,8.518267905467923,8.56800721976845,0.0,1.0890793561140455,12.416305987164378,0.0970023905247217,12295680,0,0.001,0,0.8881570044904947,60,1,0,nan,0.0006089074467548,6.585253774287988e-05,0.0001589796119463,0.0023870997923931,0.0001589796119463,0.0038453844288883,1.0,0.0005477967793952,0.009203283858597,0.2173953051187206,0.2183600868767846,0.0216482341489722,"[0.7843661318953501, 0.06170996799149431, -14.50813208439439]",0.0109705047036681
sindy_weighted__d4__m0__n0__k64,sindy_weighted,state_only_dynamics,4,0,0.0,21.14598796776542,21.14598796776542,0.0,8.534752527567523,8.534752527567523,8.586275891878831,0.0,1.0936456267348789,12.75170586630702,0.0996227020805236,12295680,0,0.001,0,1.089551392942667,60,1,0,nan,0.0006043332709144,6.731585649782433e-05,0.0001432304926501,0.0022185764838047,0.0001432304926501,0.0036090828627661,1.0,0.0008297019583716,0.0032990575544191,0.0747878281585579,0.0715016243678123,0.016113404618075,"[0.7796108851853943, 0.057805294135409774, -14.499421478121036]",0.0114224289647654
sindy_strong__d5__m0__n0__k1,sindy_strong,state_only_dynamics,5,0,0.0,21.6301077786905,21.6301077786905,0.0,8.383679172654729,8.383679172654729,8.38988766669224,0.0,1.138235441859224,12.915137022733688,0.1008995079901069,12581888,0,0.001,0,0.8566837506368756,60,1,0,nan,0.000603944848059,7.565613150513323e-05,0.0001661504227314,0.0028832826527587,0.0001661504227314,0.0044537786409665,1.0,0.0009016194783,0.0204017714555987,0.5178119694040362,0.5304558457646121,0.0223895229440252,"[0.9536080226740616, -0.0519296434350125, -14.56369450222011]",0.0047628402154316
sindy_strong__d5__m0__n0__k16,sindy_strong,state_only_dynamics,5,0,0.0,21.6301077786905,21.6301077786905,0.0,8.287126386071352,8.287126386071352,8.225469617698817,0.0,1.154040527636768,12.564357608556747,0.0981590438168495,12581888,0,0.001,0,0.886007041670382,60,1,0,nan,0.0006117926406808,7.480126166384267e-05,0.0001685416303722,0.0029510101672625,0.0001685416303722,0.00458752095839,1.0,0.0006394787672665,0.0045433686726529,0.0527367969365159,0.0550337912858634,0.0887322281393074,"[0.9241343325986819, -0.03866316665389863, -14.547568877197708]",0.0037117455619041
sindy_strong__d5__m0__n0__k4,sindy_strong,state_only_dynamics,5,0,0.0,21.6301077786905,21.6301077786905,0.0,8.354349390477516,8.354349390477516,8.289409970085147,0.0,1.1529855860068736,12.48613103851676,0.0975478987384121,12581888,0,0.001,0,0.9876247895881534,60,1,0,nan,0.0006147855646734,7.396856232207366e-05,0.0001664976008065,0.0029724345166665,0.0001664976008065,0.0048030429081953,1.0,0.0004689788252463,0.0040497054697111,0.0684758129418437,0.0714661852538765,0.0248418102853401,"[0.9204347503867878, -0.03750601623153195, -14.54493777914996]",0.0037306252333242
sindy_strong__d5__m0__n0__k64,sindy_strong,state_only_dynamics,5,0,0.0,21.6301077786905,21.6301077786905,0.0,8.284914164057984,8.284914164057984,8.325947314305909,0.0,1.1473630294829749,13.146690944209697,0.1027085230016382,12581888,0,0.001,0,0.966036300174892,60,1,0,nan,0.0006092077462251,7.964605397631736e-05,0.0001775908729322,0.0031736538018509,0.0001775908729322,0.0047132255897114,1.0,0.000545767485222,0.0026377991996228,0.0478941337349694,0.0493699786457931,0.0782309930737976,"[0.9385648814348098, -0.04510067085888812, -14.555636634156196]",0.0040672762575033
sindy_weighted__d5__m0__n0__k1,sindy_weighted,state_only_dynamics,5,0,0.0,21.6301077786905,21.6301077786905,0.0,8.12534873109388,8.12534873109388,8.019947056457035,0.0,1.1658629607785944,12.477160954847932,0.0974778199597494,12581888,0,0.001,0,0.982635679654777,60,1,0,nan,0.0006611434923137,8.284277831048552e-05,0.0002411255186215,0.0039725839802836,0.0002411255186215,0.0063645333530349,1.0,0.0011406036365635,0.0065841381865485,0.1514434674852576,0.1530814095638608,0.0196686296929069,"[0.9529161081640861, -0.057820752294149264, -14.556761274565785]",0.0051933472031121
sindy_weighted__d5__m0__n0__k16,sindy_weighted,state_only_dynamics,5,0,0.0,21.6301077786905,21.6301077786905,0.0,8.308463624200272,8.308463624200272,8.207200945588436,0.0,1.1684440596513002,12.6819626390934,0.0990778331179171,12581888,0,0.001,0,0.9990421459078788,60,1,0,nan,0.0006122217000923,7.440763419912854e-05,0.0001802510402685,0.0029627215571504,0.0001802510402685,0.0046595863886457,1.0,0.0007403160500896,0.0063275134981437,0.1108571397006715,0.1148431571063103,0.0897890677451412,"[0.9366004489291606, -0.051139425039587336, -14.547503477638466]",0.0046090288684481
sindy_weighted__d5__m0__n0__k4,sindy_weighted,state_only_dynamics,5,0,0.0,21.6301077786905,21.6301077786905,0.0,8.260508359910522,8.260508359910522,8.257439793891981,0.0,1.1727058671911124,12.67340351641178,0.099010964971967,12581888,0,0.001,0,0.9851629603654146,60,1,0,nan,0.0006049499731171,7.443500396885625e-05,0.0001695134553655,0.0029614321738039,0.0001695134553655,0.0046897721396222,1.0,0.0002882414118154,0.0059632966113968,0.1166240225255694,0.1247417749901038,0.0631454510690136,"[0.9548719600516717, -0.06181499437963862, -14.554973056883572]",0.0055188886782497
sindy_weighted__d5__m0__n0__k64,sindy_weighted,state_only_dynamics,5,0,0.0,21.6301077786905,21.6301077786905,0.0,8.289267246084286,8.289267246084286,8.325947314305909,0.0,1.1455957262776657,12.94716383703053,0.101149717476801,12581888,0,0.001,0,1.082744186744094,60,1,0,nan,0.0006086818517369,7.648793506287308e-05,0.0001807614771078,0.0030337420628458,0.0001807614771078,0.0047676760608618,1.0,0.0002723244892117,0.0062045403469372,0.1606995013241543,0.1660549078887078,0.0410846092066055,"[0.9239657401531534, -0.03842044161279709, -14.547644327063532]",0.0036937910345024
sindy_strong__d1__m0__n0.001__k1,sindy_strong,state_only_dynamics,1,0,0.001,21.520495746028217,21.520495746028217,0.0,5.513071343310331,5.513071343310331,5.380123936507054,0.0,1.3598917619411075,12.915387246757746,0.1009014628652948,12516864,0,0.001,0,0.9764084378257394,60,1,0,nan,0.01165017048215,0.0009778366633861,0.003072684543514,0.0415520604156953,0.003072684543514,0.066535600749843,1.0,0.0003294973662952,0.0072880306685341,0.1895843587732806,0.2005382699540632,0.0530567713380307,"[0.9929412164953623, -0.0162303649866604, -14.512705604001162]",0.0073227551646741
sindy_strong__d1__m0__n0.001__k16,sindy_strong,state_only_dynamics,1,0,0.001,21.520495746028217,21.520495746028217,0.0,6.656147866216873,6.656147866216873,6.645229480150904,0.0,1.2852727892867355,12.377782979980111,0.0967014295310946,12516864,0,0.001,0,1.0128102600574491,60,1,0,nan,0.0043747514943983,0.0004275790171539,0.00107030728223,0.0118191808696338,0.00107030728223,0.018927786542486,1.0,0.0003394455441452,0.0123925313260292,0.280843745171864,0.2773891173133513,0.0428205743147988,"[0.9948528592496438, -0.0288965023447148, -14.585702153020314]",0.0059627070819158
sindy_strong__d1__m0__n0.001__k4,sindy_strong,state_only_dynamics,1,0,0.001,21.520495746028217,21.520495746028217,0.0,6.479098743147131,6.479098743147131,6.485378599185074,0.0,1.2927311583611445,12.426038924604654,0.0970784290984738,12516864,0,0.001,0,0.9849920384585856,60,1,0,nan,0.0037882892505311,0.0005224267861759,0.001371689098335,0.0155611845493129,0.001371689098335,0.022696885358394,1.0,0.0002061365420733,0.0087749235165207,0.1890545771633315,0.1880746620253695,0.0327324274080915,"[0.9978616162794276, -0.024759792817278654, -14.575219628696026]",0.0060767950351089
sindy_strong__d1__m0__n0.001__k64,sindy_strong,state_only_dynamics,1,0,0.001,21.520495746028217,21.520495746028217,0.0,6.479669639150581,6.479669639150581,6.558453287626596,0.0,1.2939281909332354,13.305756650865078,0.1039512238348834,12516864,0,0.001,0,1.0874334424734116,60,1,0,nan,0.0038081049339935,0.0004302124183305,0.0008278084934759,0.0121139740654807,0.0008278084934759,0.0194034413271052,1.0,0.0002571983784642,0.0129554057103458,0.2931130632479781,0.2932587123220482,0.0443684563493918,"[0.9614035650612968, -0.0018241736148580925, -14.568434939588847]",0.0034208039695978
sindy_weighted__d1__m0__n0.001__k1,sindy_weighted,state_only_dynamics,1,0,0.001,21.520495746028217,21.520495746028217,0.0,6.033871222457038,6.033871222457038,5.95558710798404,0.0,1.3396522138685112,12.5766913164407,0.0982554009096929,12516864,0,0.001,0,0.9797149328514934,60,1,0,nan,0.0103908481625178,0.0008047295991616,0.0023837662283823,0.0251969241148507,0.0023837662283823,0.0371758906188215,1.0,0.0004981660156255,0.0137711929431913,0.3454314016168673,0.3526020979331761,0.0545939525649013,"[0.9992265832643911, -0.023070573057798395, -14.510128518765786]",0.0078468190193518
sindy_weighted__d1__m0__n0.001__k16,sindy_weighted,state_only_dynamics,1,0,0.001,21.520495746028217,21.520495746028217,0.0,6.53804375550328,6.53804375550328,6.604124967902547,0.0,1.31641293793911,13.072717640548944,0.1021306065667886,12516864,0,0.001,0,0.9973444230854512,60,1,0,nan,0.0045708866647372,0.0004391886984287,0.0010343382342919,0.0128266109950172,0.0010343382342919,0.0199911120722358,1.0,0.0002211281054349,0.008026136324088,0.1884585657658417,0.1870919229193935,0.0555771569515355,"[0.9446947761942441, 0.008575230922726176, -14.567585829681818]",0.0023995729549596
sindy_weighted__d1__m0__n0.001__k4,sindy_weighted,state_only_dynamics,1,0,0.001,21.520495746028217,21.520495746028217,0.0,6.730007536663138,6.730007536663138,6.608692135930143,0.0,1.2975242939102225,12.463289121165872,0.0973694462591083,12516864,0,0.001,0,0.9896303405985236,60,1,0,nan,0.0059521030798075,0.0004332626721428,0.0009904407320303,0.0121781008577316,0.0009904407320303,0.0198316008163,1.0,0.000650852752958,0.0113304805218139,0.2429752927119444,0.242764596005142,0.0446933064976331,"[0.8576432238360255, -0.002212154175024251, -14.481527832964169]",0.0078689411561686
sindy_weighted__d1__m0__n0.001__k64,sindy_weighted,state_only_dynamics,1,0,0.001,21.520495746028217,21.520495746028217,0.0,6.45412204299622,6.45412204299622,6.48994576721267,0.0,1.306915374108409,12.730804115533829,0.099459407152608,12516864,0,0.001,0,1.1001941561698914,60,1,0,nan,0.0039970265184345,0.0004312828826131,0.000916434202604,0.0144988804990711,0.000916434202604,0.0230775960950287,1.0,0.0004175176997236,0.0128363027518354,0.3315050289162353,0.3380139199312925,0.0686417113037276,"[0.9483342892105627, 0.003311405461901224, -14.563656657473008]",0.0026994401772777
sindy_strong__d2__m0__n0.001__k1,sindy_strong,state_only_dynamics,2,0,0.001,20.92676390244085,20.92676390244085,0.0,6.050355844556638,6.050355844556638,6.074333476701513,0.0,1.309461060705056,12.363388426601889,0.0965889720828272,12165632,0,0.001,0,0.976494738832116,60,1,0,nan,0.0075770611651445,0.0007678184932961,0.0023992637281414,0.0298421136340077,0.0023992637281414,0.0456263695920554,1.0,0.0004028466603522,0.0028708480871084,0.0296755714331974,0.0300112808105081,0.0419275182057896,"[1.008984699662472, -0.018442949746008713, -14.594046493353614]",0.006736913509344
sindy_strong__d2__m0__n0.001__k16,sindy_strong,state_only_dynamics,2,0,0.001,20.92676390244085,20.92676390244085,0.0,6.638021918107355,6.638021918107355,6.695468328454449,0.0,1.289136612417317,12.730175070464613,0.0994544927380047,12165632,0,0.001,0,0.9497669581323862,60,1,0,nan,0.0047290415415956,0.0004476405685493,0.0010183073895328,0.0145319925437261,0.0010183073895328,0.0217209242909881,1.0,0.0008427290020274,0.0027093103576743,0.0214391723324863,0.0260801614732232,0.0323956235874683,"[1.0120752411091656, -0.04032086639230428, -14.576384787072985]",0.0073529926815759
sindy_strong__d2__m0__n0.001__k4,sindy_strong,state_only_dynamics,2,0,0.001,20.92676390244085,20.92676390244085,0.0,6.656647400219892,6.656647400219892,6.599557799874952,0.0,1.2670819541177305,12.686207331717014,0.0991109947790391,12165632,0,0.001,0,0.9877898134291172,60,1,0,nan,0.0056947572767068,0.0005349526134517,0.0014580755990174,0.0169604552528416,0.0014580755990174,0.0259872265172743,1.0,0.0002897414532001,0.009773815706798,0.3001871801975062,0.3133076551845066,0.0264712347099222,"[0.9978195973463897, -0.024344792998666168, -14.577676648795771]",0.006055108869758
sindy_strong__d2__m0__n0.001__k64,sindy_strong,state_only_dynamics,2,0,0.001,20.92676390244085,20.92676390244085,0.0,6.544537697542518,6.544537697542518,6.622393640012928,0.0,1.2968643806868865,12.483141308650374,0.097524541473831,12165632,0,0.001,0,1.0839317627251148,60,1,0,nan,0.0037628884080292,0.000415359702816,0.0009452668380816,0.0163496770327862,0.0009452668380816,0.0252080447179169,1.0,0.0007594456297221,0.0095582193495841,0.2328634774160433,0.2319228417631477,0.0746184530963039,"[0.9479931607420882, 0.022905554568070866, -14.575468158468292]",0.0028046231487297
sindy_weighted__d2__m0__n0.001__k1,sindy_weighted,state_only_dynamics,2,0,0.001,20.92676390244085,20.92676390244085,0.0,5.641380220085583,5.641380220085583,5.56281065761086,0.0,1.333826501597265,12.73206771351397,0.0994692790118279,12165632,0,0.001,0,0.9856847012415528,60,1,0,nan,0.0131415291894453,0.0010559704199802,0.0030340158472882,0.043801496168141,0.0030340158472882,0.0626330980730362,1.0,0.0004163246261192,0.0073567835058935,0.1132675115966024,0.1242569932537506,0.0690749220466668,"[1.0178450344160443, -0.025848060905728, -14.582385899314515]",0.007393892829287
sindy_weighted__d2__m0__n0.001__k16,sindy_weighted,state_only_dynamics,2,0,0.001,20.92676390244085,20.92676390244085,0.0,6.693755640444102,6.693755640444102,6.690901160426854,0.0,1.2609730942476214,11.934389811009169,0.0932374203985091,12165632,0,0.001,0,0.8994560791179538,60,1,0,nan,0.0046902781714469,0.0004472637891751,0.001028605957715,0.0139725381647961,0.001028605957715,0.0212170699931065,1.0,0.0008225672694361,0.0049976434394071,0.1526015451008089,0.155647648324284,0.0356161583690101,"[0.9659141078420492, -0.001414774874696238, -14.578408634752632]",0.0036072379499643
sindy_weighted__d2__m0__n0.001__k4,sindy_weighted,state_only_dynamics,2,0,0.001,20.92676390244085,20.92676390244085,0.0,6.313110730144221,6.313110730144221,6.293557542026079,0.0,1.2988049984316787,11.957180311903358,0.0934154711867449,12165632,0,0.001,0,0.983939585275948,60,1,0,nan,0.0078959590233142,0.0006802284443361,0.001874105914986,0.0239015217073644,0.001874105914986,0.0381182289785309,1.0,0.0009926574651539,0.0023772833111685,0.0205510159335777,0.0217573970736599,0.0206515050922778,"[0.9859007085083684, -0.011185279806262202, -14.57025116843475]",0.0051032006890321
sindy_weighted__d2__m0__n0.001__k64,sindy_weighted,state_only_dynamics,2,0,0.001,20.92676390244085,20.92676390244085,0.0,6.5957756138521,6.5957756138521,6.631527976068118,0.0,1.2875634734454555,12.663818787783384,0.0989360842795576,12165632,0,0.001,0,1.095010812394321,60,1,0,nan,0.0036441874425212,0.0004086245446397,0.0009955584287475,0.0149849058695069,0.0009955584287475,0.0226858498362535,1.0,0.0005307195679375,0.0035022646192462,0.0263630782114335,0.0282838828860121,0.0349451599858859,"[0.8855816492041191, 0.02638123886453415, -14.523867586590868]",0.0047183877984144
