method,metric,estimate,ci_lower,ci_upper,bootstrap_resamples,bootstrap_seed,track,noise_level
pinn_weak_tapered,vpt_restricted_lt,0.15921813789533953,0.14848041662712655,0.17045075463653972,10000,2026,known_physics_forward_surrogate,0.01
solver_oracle,vpt_restricted_lt,5.005616158244253,5.005616158244131,5.005616158244131,10000,2026,known_physics_forward_surrogate,0.01
pinn_strong,nrmse_auc_0_1LT,1.1782818288757704,1.1619273516843052,1.1941868714198007,10000,2026,known_physics_forward_surrogate,0.01
pinn_weak,nrmse_auc_0_1LT,1.2098623498267869,1.1945481525176498,1.2259029076537162,10000,2026,known_physics_forward_surrogate,0.01
pinn_weak_tapered,nrmse_auc_0_1LT,1.1514047095129016,1.13550685916861,1.1661667002385045,10000,2026,known_physics_forward_surrogate,0.01
solver_oracle,nrmse_auc_0_1LT,6.212353033424281e-14,5.6378828982177346e-14,6.964375348027906e-14,10000,2026,known_physics_forward_surrogate,0.01
pinn_strong,nrmse_auc_0_2LT,1.454683193815588,1.4448479082986214,1.4645611093190245,10000,2026,known_physics_forward_surrogate,0.01
pinn_weak,nrmse_auc_0_2LT,1.47829417731907,1.470301324687724,1.486415907879013,10000,2026,known_physics_forward_surrogate,0.01
pinn_weak_tapered,nrmse_auc_0_2LT,1.4300304858089588,1.4208993330133997,1.4390455271091291,10000,2026,known_physics_forward_surrogate,0.01
solver_oracle,nrmse_auc_0_2LT,1.8060263530929862e-13,1.476093826691171e-13,2.202210957194497e-13,10000,2026,known_physics_forward_surrogate,0.01
pinn_strong,nrmse_auc_0_5LT,1.8028332867951546,1.7467642870867073,1.8574369859279773,10000,2026,known_physics_forward_surrogate,0.01
pinn_weak,nrmse_auc_0_5LT,2.1750923555520236,2.1382702926574977,2.2052103110661334,10000,2026,known_physics_forward_surrogate,0.01
pinn_weak_tapered,nrmse_auc_0_5LT,1.8412002455831404,1.7710612772059526,1.9102409643949818,10000,2026,known_physics_forward_surrogate,0.01
solver_oracle,nrmse_auc_0_5LT,1.278458479073788e-12,1.0853990554536782e-12,1.5067386390873549e-12,10000,2026,known_physics_forward_surrogate,0.01
solver_oracle,stability_fraction,1.0,1.0,1.0,10000,2026,known_physics_forward_surrogate,0.01
solver_oracle,rq_mmd,0.0005807670202734401,0.0005047934500910002,0.0006517175773963798,10000,2026,known_physics_forward_surrogate,0.01
solver_oracle,wasserstein_x,2.4683238286832436e-05,2.151694646233977e-05,2.7618064287081178e-05,10000,2026,known_physics_forward_surrogate,0.01
solver_oracle,wasserstein_y,3.7539435542530496e-05,3.199888678650324e-05,4.307573768856915e-05,10000,2026,known_physics_forward_surrogate,0.01
solver_oracle,wasserstein_z,4.0746160973895264e-05,3.501777896422521e-05,4.6474542983565326e-05,10000,2026,known_physics_forward_surrogate,0.01
solver_oracle,covariance_relative_error,7.808616751649166e-07,5.961494564243232e-07,9.710539393559997e-07,10000,2026,known_physics_forward_surrogate,0.01
